机构ID,机构名称,公告日期,截止日期,报告年度,合并类型,报表来源,货币资金（元）,以公允价值计量且其变动计入当期损益的金融资产,应收票据,应收账款,预付款项,其他应收款,应收关联公司款,应收利息,应收股利,存货,其中：消耗性生物资产,一年内到期的非流动资产,其他流动资产,流动资产合计,可供出售金融资产,持有至到期投资,长期应收款,长期股权投资,投资性房地产,固定资产,在建工程,工程物资,固定资产清理,生产性生物资产,油气资产,无形资产,开发支出,商誉,长期待摊费用,递延所得税资产,其他非流动资产,非流动资产合计,资产总计,短期借款,以公允价值计量且其变动计入当期损益的金融负债,应付票据,应付账款,预收款项,应付职工薪酬,应交税费,应付利息,应付股利,其他应付款,应付关联公司款,一年内到期的非流动负债,其他流动负债,流动负债合计,长期借款,应付债券,长期应付款,专项应付款,预计负债,递延所得税负债,其他非流动负债,非流动负债合计,负债合计,实收资本（或股本）,资本公积,盈余公积,专项储备,减：库存股,一般风险准备,未分配利润,归属于母公司所有者权益,少数股东权益,外币报表折算价差,非正常经营项目收益调整,所有者权益（或股东权益）合计,负债和所有者（或股东权益）合计,其他综合收益,递延收益-非流动负债,结算备付金,拆出资金,发放贷款及垫款-流动资产,衍生金融资产,应收保费,应收分保账款,应收分保合同准备金,买入返售金融资产,划分为持有待售的资产,发放贷款及垫款-非流动资产,向中央银行借款,吸收存款及同业存放,拆入资金,衍生金融负债,卖出回购金融资产款,应付手续费及佣金,应付分保账款,保险合同准备金,代理买卖证券款,代理承销证券款,划分为持有待售的负债,预计负债-流动负债,递延收益-流动负债,其中：优先股-非流动负债,永续债-非流动负债,长期应付职工薪酬,其他权益工具,其中：优先股-所有者权益,永续债-所有者权益
"	600519",贵州茅台,2014-04-25,2014-03-31,2014-03-31,合并本期,定期报告,23364071644.09,,287246643,2676414.79,3882463942.29,141988112.85,,69911833.34,,12697658854.74,,,0,40446017445.1,,50000000,,6750000,,8768403594.12,2241975574.71,1725110.46,,,,3686129714.08,,,7196207.08,804831808.56,16596250,15583608259.01,56029625704.11,,,,179958598.31,1620934562.94,246301793.32,2154365485.9,24308411.11,564392547.62,1297181405.14,,,2470841255.14,8558284059.48,,,,17770000,,,,17770000,8576054059.48,1038180000,1374964415.72,4220803927.18,,,13296286.27,39640361782.25,46287606411.42,1165965233.21,,,47453571644.63,56029625704.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"	600519",贵州茅台,2014-08-29,2014-06-30,2014-06-30,合并本期,定期报告,21095077301.21,,299692582.1,2220278.99,3864638855.5,95846344.88,,40227055.55,,13240654522.65,,,0,38638356940.88,,65000000,,6750000,,8917854215.12,2921492322.62,1224766.15,260558.5,,,3700019421.59,,,6799810.74,960373469.91,,16579774564.63,55218131505.51,,,,300447845.04,544093908.06,206743735.74,2044133978.8,33684820.81,,1297059321.48,,,4150021014.36,8576184624.29,,,,17770000,,,,17770000,8593954624.29,1141998000,1374964415.72,5276552448.52,,,28596286.27,37454963518.71,45277074669.22,1347102212,,,46624176881.22,55218131505.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"	600519",贵州茅台,2014-10-30,2014-09-30,2014-09-30,合并本期,定期报告,22795906975.31,,1158808485.1,2220278.99,4397548540.99,145347841.7,,35968733.61,,13454959038.03,,,0,41990759893.73,4000000,65000000,,2750000,,9003408249.86,3051662444.08,1224766.15,836478.5,,,3565626838.78,,,5917951.89,950518493.66,9850000,16660795222.92,58651555116.65,,,,254046624.27,863078519.54,229074380.43,1739406024.62,7473820.49,,1121122683.4,,,4078254492.39,8292456545.14,,,,17770000,,,,17770000,8310226545.14,1141998000,1374964415.72,5276552448.52,,,28596286.27,40918438890.05,48740550040.56,1600778530.95,,,50341328571.51,58651555116.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"	600519",贵州茅台,2015-04-21,2014-12-31,2014-12-31,合并本期,定期报告,27710717680.21,,1847838617.83,4306161.24,2864210404.28,80888920.58,,80602922.33,,14982364367.85,,,0,47570929074.32,4000000,60000000,,,,10375757771.59,3421774448.02,260855.92,,,,3582623682.24,,,5408286.83,821601105.71,30810000,18302236150.31,65873165224.63,62552484,,,707534647.54,1476233096.09,988643842.56,2105178165.87,15365197.91,,1231886240.35,,,3956450709.19,10543844383.51,,,,17770000,,,,17770000,10561614383.51,1141998000,1374964415.72,5249407234.62,,,98594502.37,45566057337.37,53430402446.09,1881148395.03,,,55311550841.12,65873165224.63,-619043.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
