机构ID,机构名称,公告日期,截止日期,报告年度,合并类型,报表来源,货币资金（元）,以公允价值计量且其变动计入当期损益的金融资产,应收票据,应收账款,预付款项,其他应收款,应收关联公司款,应收利息,应收股利,存货,其中：消耗性生物资产,一年内到期的非流动资产,其他流动资产,流动资产合计,可供出售金融资产,持有至到期投资,长期应收款,长期股权投资,投资性房地产,固定资产,在建工程,工程物资,固定资产清理,生产性生物资产,油气资产,无形资产,开发支出,商誉,长期待摊费用,递延所得税资产,其他非流动资产,非流动资产合计,资产总计,短期借款,以公允价值计量且其变动计入当期损益的金融负债,应付票据,应付账款,预收款项,应付职工薪酬,应交税费,应付利息,应付股利,其他应付款,应付关联公司款,一年内到期的非流动负债,其他流动负债,流动负债合计,长期借款,应付债券,长期应付款,专项应付款,预计负债,递延所得税负债,其他非流动负债,非流动负债合计,负债合计,实收资本（或股本）,资本公积,盈余公积,专项储备,减：库存股,一般风险准备,未分配利润,归属于母公司所有者权益,少数股东权益,外币报表折算价差,非正常经营项目收益调整,所有者权益（或股东权益）合计,负债和所有者（或股东权益）合计,其他综合收益,递延收益-非流动负债,结算备付金,拆出资金,发放贷款及垫款-流动资产,衍生金融资产,应收保费,应收分保账款,应收分保合同准备金,买入返售金融资产,划分为持有待售的资产,发放贷款及垫款-非流动资产,向中央银行借款,吸收存款及同业存放,拆入资金,衍生金融负债,卖出回购金融资产款,应付手续费及佣金,应付分保账款,保险合同准备金,代理买卖证券款,代理承销证券款,划分为持有待售的负债,预计负债-流动负债,递延收益-流动负债,其中：优先股-非流动负债,永续债-非流动负债,长期应付职工薪酬,其他权益工具,其中：优先股-所有者权益,永续债-所有者权益
"	600519",贵州茅台,2016-04-21,2016-03-31,2016-03-31,合并本期,定期报告,43775736151.7,,4678118906.46,230768.89,1523446788.56,64872644.27,,133573079.36,,18537817778.2,,,,69113796117.44,29000000,,,,,11485879409.51,5277866268.5,260855.92,1792981.04,,,3562139114.35,,,195934362.54,887280412.58,,21576653404.44,90690449521.88,,,,527287333.6,8544531234.99,468031934.29,1872491613.95,40428159.98,,1322204243.44,,,,19733620532.26,,,,15570000,,,,15570000,19749190532.26,1256197800,1374964415.72,6210524497.54,,,218361303.43,59768236093.09,68818767236.7,2122491752.92,,,70941258989.62,90690449521.88,,,,400000000,,,,,,,,136500000,,6958646012.01,,,,,,,,,,,,,,,,,
"	600519",贵州茅台,2016-08-27,2016-06-30,2016-06-30,合并本期,定期报告,47528057097.45,,6561484493.64,1044639.8,1281379954.61,56402587.5,,80171834.96,,18444926424.66,,,,73953467032.62,29000000,,,,,11357781630.61,5372267342.32,269870.82,1792981.04,,,3572114511.04,,,192922015.68,895245348.82,,21593032140.22,95546499172.84,,,,287201701.54,11481462347.1,426673790.71,1839062337.44,46904631.72,4977430129.36,1439340879.64,,,,28177767489.46,,,,15570000,,,,15570000,28193337489.46,1256197800,1374964415.72,7083825670.94,,,218361303.43,55056303838.58,64978911162.49,2374250520.89,,,67353161683.38,95546499172.84,,,,,,,,,,,,171638439.89,,7679691671.95,,,,,,,,,,,,,,,,,
"	600519",贵州茅台,2016-10-29,2016-09-30,2016-09-30,合并本期,定期报告,61999742903.47,,1138138783.1,8502001.2,1323120682.97,125415641.23,,125442817.73,,18782523499.96,,,,83502886329.66,29000000,,,,,11249022570.67,5549022900.41,269870.82,1792981.04,,,3551889907.73,,,190287366.2,901987637.61,,21643145955.47,105146032285.13,,,,196762048.32,17393113994.45,425171258.82,1940334705.9,21599948.09,,1388858403.96,,,,33846958824.06,,,,15570000,,,,15570000,33862528824.06,1256197800,1374964415.72,7083825670.94,,,218361303.43,58719244464.7,68642764747.56,2640738713.51,,,71283503461.07,105146032285.13,,,,,,,,,,,,169872720.99,,12481118464.52,,,,,,,,,,,,,,,,,
"	600519",贵州茅台,2017-04-15,2016-12-31,2016-12-31,合并本期,定期报告,66854962118.22,,817627172,,1046100696.92,77227565.37,,140904856.88,,20622251825.55,,,231474570.63,90180548805.57,29000000,,,,,14453177439.34,2745579995.68,,,,,3531740625.6,,,188118776.51,1745539120.68,,22753989474.84,112934538280.41,,,,1040608203.18,17541082237.01,1628507252.03,4272289194.57,34481635.33,,1724638571.44,,,,37020425425.69,,,,15570000,,,,15570000,37035995425.69,1256197800,1374964415.72,7135649963.12,,,420758409.36,62717808036.61,72894137783.25,3004405071.47,,,75898542854.72,112934538280.41,,,,390000000,,,,,,,,60833517.03,,10778818332.13,,,,,,,,,,,,,,,,,
